 ,Char. Length,Eucl. Length,File Name
329,7.6569,7.2111,Bimodal_2_m02_S1_Intersections2.csv
330,7.6569,7.2111,Bimodal_2_m02_S1_Intersections2.csv
331,7.4142,7.0711,Bimodal_2_m02_S1_Intersections2.csv
332,7.4142,7.0711,Bimodal_2_m02_S1_Intersections2.csv
333,7.2426,6.7082,Bimodal_2_m02_S1_Intersections2.csv
334,7.0711,7.0711,Bimodal_2_m02_S1_Intersections2.csv
335,7.0000,7.0000,Bimodal_2_m02_S1_Intersections2.csv
336,7.0000,7.0000,Bimodal_2_m02_S1_Intersections2.csv
337,7.0000,7.0000,Bimodal_2_m02_S1_Intersections2.csv
338,6.2426,5.8310,Bimodal_2_m02_S1_Intersections2.csv
339,6.0000,6.0000,Bimodal_2_m02_S1_Intersections2.csv
340,5.8284,5.0000,Bimodal_2_m02_S1_Intersections2.csv
341,5.2426,5.0000,Bimodal_2_m02_S1_Intersections2.csv
342,5.2426,5.0000,Bimodal_2_m02_S1_Intersections2.csv
343,4.8284,4.4721,Bimodal_2_m02_S1_Intersections2.csv
344,3.0000,3.0000,Bimodal_2_m02_S1_Intersections2.csv
345,2.8284,2.8284,Bimodal_2_m02_S1_Intersections2.csv
346,2.4142,2.2361,Bimodal_2_m02_S1_Intersections2.csv
347,2.4142,2.2361,Bimodal_2_m02_S1_Intersections2.csv
348,2.4142,2.2361,Bimodal_2_m02_S1_Intersections2.csv
349,2.0000,2.0000,Bimodal_2_m02_S1_Intersections2.csv
350,2.0000,2.0000,Bimodal_2_m02_S1_Intersections2.csv
351,1.4142,0.0000,Bimodal_2_m02_S1_Intersections2.csv
352,1.0000,1.0000,Bimodal_2_m02_S1_Intersections2.csv
353,1.0000,1.0000,Bimodal_2_m02_S1_Intersections2.csv
354,1.0000,1.0000,Bimodal_2_m02_S1_Intersections2.csv
355,1.0000,1.0000,Bimodal_2_m02_S1_Intersections2.csv
356,1.0000,0.0000,Bimodal_2_m02_S1_Intersections2.csv
357,5.8284,5.3852,Bimodal_2_m02_S1_Intersections2.csv
358,2.4142,2.2361,Bimodal_2_m02_S1_Intersections2.csv
359,43.6274,24.3516,Bimodal_2_m02_S1_Intersections2.csv
360,31.3848,18.3576,Bimodal_2_m02_S1_Intersections2.csv
361,30.9706,18.3848,Bimodal_2_m02_S1_Intersections2.csv
362,8.0000,8.0000,Bimodal_2_m02_S1_Intersections2.csv
363,26.4853,20.5913,Bimodal_2_m02_S1_Intersections2.csv
364,19.8995,17.8885,Bimodal_2_m02_S1_Intersections2.csv
365,12.6569,11.1803,Bimodal_2_m02_S1_Intersections2.csv
366,6.4142,6.0828,Bimodal_2_m02_S1_Intersections2.csv
367,3.0000,3.0000,Bimodal_2_m02_S1_Intersections2.csv
368,35.7990,19.6469,Bimodal_2_m02_S1_Intersections2.csv
369,20.5498,18.8680,Bimodal_2_m02_S1_Intersections2.csv
370,12.2426,11.4018,Bimodal_2_m02_S1_Intersections2.csv
371,8.4142,6.7082,Bimodal_2_m02_S1_Intersections2.csv
372,5.4142,5.0990,Bimodal_2_m02_S1_Intersections2.csv
373,5.4142,5.0990,Bimodal_2_m02_S1_Intersections2.csv
374,3.0000,3.0000,Bimodal_2_m02_S1_Intersections2.csv
375,5.4142,5.0990,Bimodal_2_m02_S1_Intersections2.csv
376,2.8284,2.8284,Bimodal_2_m02_S1_Intersections2.csv
377,5.4142,5.0990,Bimodal_2_m02_S1_Intersections2.csv
378,30.5563,18.3576,Bimodal_2_m02_S1_Intersections2.csv
379,30.5563,19.4165,Bimodal_2_m02_S1_Intersections2.csv
380,30.3848,18.1108,Bimodal_2_m02_S1_Intersections2.csv
381,14.0711,11.1803,Bimodal_2_m02_S1_Intersections2.csv
382,4.0000,4.0000,Bimodal_2_m02_S1_Intersections2.csv
383,5.4142,5.0990,Bimodal_2_m02_S1_Intersections2.csv
384,5.4142,5.0990,Bimodal_2_m02_S1_Intersections2.csv
385,328.3919,164.1036,Bimodal_m06_S1_Intersections2.csv
386,234.1371,204.9415,Bimodal_m06_S1_Intersections2.csv
387,222.3675,204.3624,Bimodal_m06_S1_Intersections2.csv
388,217.6224,198.1767,Bimodal_m06_S1_Intersections2.csv
389,216.4214,82.8070,Bimodal_m06_S1_Intersections2.csv
390,215.4386,199.3239,Bimodal_m06_S1_Intersections2.csv
391,214.6224,195.5326,Bimodal_m06_S1_Intersections2.csv
392,212.0660,159.2608,Bimodal_m06_S1_Intersections2.csv
393,208.6812,192.5850,Bimodal_m06_S1_Intersections2.csv
394,207.2203,194.3708,Bimodal_m06_S1_Intersections2.csv
395,201.2792,182.0440,Bimodal_m06_S1_Intersections2.csv
396,201.1838,190.1289,Bimodal_m06_S1_Intersections2.csv
397,188.2670,136.5284,Bimodal_m06_S1_Intersections2.csv
